FSUB FE_TOWARDZERO 29
153912492 161779602 430032711 
60030156 218196266 486631721 
331795566 408787674 140352217 
43489586 175063368 443498823 
203518490 71709244 203518489 
35483362 361248288 92812832 
138550966 398413710 138680626 
91399222 129347438 397782881 
439634942 113109494 439634942 
173250896 402405974 173250903 
231970888 480703418 231975873 
348301244 57008598 348302456 
424260674 246752040 515187496 
68944462 27445968 68944457 
372880822 126693796 395131098 
227578720 495471396 229404482 
495251808 248863322 517301142 
147726344 409148644 148013988 
114339760 495939336 227503880 
281439638 160295940 428731396 
481666598 68561124 481666598 
238515140 476229080 238515278 
202437610 452738132 202445320 
120353328 527656146 259220690 
224900148 52673158 224900147 
66023966 189639068 458074523 
313249236 26564556 313256063 
286764902 252937034 521372490 
461910964 303170072 461910963 
126452428 280767402 126452428 
34214502 385827258 117391802 
421899228 210040708 478476164 
2703070 438503850 170068394 
507907674 138306060 507907674 
100559804 476278276 207842820 
340051266 368779942 100344191 
290441610 497090966 228655509 
406727456 116583220 406730714 
197009750 441995812 197011552 
452390956 18258576 452390956 
33826494 104359780 372795235 
220041982 293231464 220041982 
333000944 246760732 515196188 
497837762 244439096 512897285 
463187790 402432742 463187789 
513833198 313482416 513833197 
200171658 497737060 229301789 
431783004 142408366 431786906 
502333368 133710114 502333368 
429165742 439470374 170927296 
149083970 479070886 210635430 
253435532 144229324 253435531 
447924648 498695396 230259939 
423771800 173570130 442014352 
517635578 532112776 263647372 
11268216 215666702 484102157 
338146272 207557450 475992906 
301069970 41852738 310435669 
398031754 225806366 494241822 
313131356 179437862 447873318 
334731716 434361714 165926257 
235883140 281034210 235883140 
188182804 181704228 187752015 
322081526 328448804 59599045 
442709078 35211562 442709078 
105367428 495089016 226653560 
98157734 98799172 362110856 
51364602 129458814 397894269 
17931426 147174732 415610187 
443697364 319223934 443697363 
446777590 10158800 446777590 
141903154 392634432 141913170 
311624072 459116014 190680557 
245141562 502071274 245233721 
346378278 76663836 348010036 
148800404 341277006 148800404 
278493200 117611580 386047036 
333749664 251517572 519953028 
110056612 27767306 110056611 
180150878 54421384 180150877 
494870396 215889676 494962842 
388375050 30007290 388375050 
292029566 339329288 70893831 
431224818 346836156 431224817 
492119864 435639690 492119863 
23963766 473184456 204749000 
14397764 6058772 14150162 
405325644 259735476 528170932 
167441398 176381468 444696188 
327047724 4898678 327047724 
346108258 157299502 425734958 
196708570 217002712 485434485 
60217328 274183074 60217328 
275061716 419496098 151060641 
74206896 446225394 177789938 
90865878 270639054 90865878 
110638938 240595646 509031101 
447236026 281738416 447236025 
47683094 280860910 47683124 
159663302 51246318 159663301 
361954188 410180614 141745157 
517166814 113300728 517166814 
530544330 199221996 530544330 
146712946 479268738 210833282 
77531862 322166298 77533521 
513810768 183383928 513810768 
276423906 477981542 209546085 
454049024 287921752 454049023 
370578026 530374652 261939195 
504416388 335285316 504416387 
218901678 45618856 218901677 
82162728 455050836 186615380 
392191184 434181528 165746069 
459061330 340256558 459061329 
38142152 453787578 185352122 
187694526 53001536 187694525 
415909334 201067916 469503372 
98863408 367528750 101075503 
78591078 135580030 404015485 
207039682 459229586 207055883 
386771166 105038164 386806755 
495734272 71701192 495734272 
513295946 105585730 513295946 
529550432 472848622 529550431 
51536080 94709390 363144844 
492447562 213576676 492568233 
517341148 263118180 531581283 
520987188 145823096 520987188 
167440102 463041506 194606521 
241334250 183520374 241334249 
163701560 376699500 163701560 
245279870 471371038 245279873 
433725812 44634968 433725812 
410987718 377895780 410987641 
318936472 255247200 523682656 
60466492 190898844 459334299 
155894710 302513248 155894710 
297164508 145233376 413668832 
82987350 75471254 82726844 
113242608 54276974 113242607 
423807116 44377462 423807116 
171802042 67406390 171802041 
397136928 193230730 461666186 
534773759 422983752 534773758 
124088332 266338303 534773758 
391739174 275269120 391739173 
499271428 321808736 499271427 
104649804 425363456 156928000 
239803630 512875966 245146873 
31875572 117208638 385644093 
226120564 238895886 507271616 
14142752 263462712 531898167 
367206224 285407968 367206223 
443660420 302672648 443660419 
331491382 185917530 454352986 
324442748 200253046 468688502 
241051974 339468014 241051974 
175215610 182482648 450542384 
309168010 220420200 488855656 
387793684 151782462 420217979 
473684780 68503342 473684780 
95537374 438278922 169843466 
186342296 39958284 186342295 
155716496 138418354 155708279 
61053934 136856878 405292333 
137353418 355766036 137353418 
332124140 462307986 193872529 
349425566 461013116 192577659 
497193036 376007386 497193035 
404449658 30353406 404449658 
483383798 214376744 485195151 
201790964 345524062 201790964 
216872150 479641682 217320672 
153081004 243636122 512071577 
11072734 252197368 520632823 
277963932 90383686 358819142 
139796760 96067558 139796758 
421910400 305837848 421910399 
253129106 266338303 534718008 
130246976 409713638 141350704 
276811724 246343268 514778724 
257378256 138212514 257378255 
132745394 516380108 247944652 
362378218 228012824 496448280 
516719740 196001864 516719740 
454525296 171362122 454553342 
210063992 188780964 210061907 
232010744 487935466 232065327 
290478960 88877028 357312484 
321219570 69770572 338215607 
358698494 102868332 371337891 
52941530 430459338 162023882 
123766810 446666868 178231412 
288196640 395032166 126596709 
309600804 183382930 451818386 
15518510 91379250 359814705 
328040084 443811374 175375917 
205319454 531651148 263215692 
486148674 89086516 486148674 
429424498 346512990 429424497 
352946018 21069636 352946018 
277823142 162899590 431335046 
235697160 528989842 260555097 
341987012 457973064 189537607 
352602168 160321144 428756600 
386834610 514586770 246151313 
428943984 90043194 428943984 
227004590 22203022 227004589 
324691646 83747692 352183615 
527610454 115542734 527610454 
379818966 476276630 207841173 
20030814 443014186 174578730 
153955180 249182826 517618281 
359651498 144766360 413201816 
401437280 261645046 530080502 
168732400 279202412 168732400 
506316534 86968332 506316534 
179104808 214321332 482756765 
14285714 46255740 314691138 
127537948 305223490 127537948 
56898250 187680316 456115771 
364997468 199505224 467940680 
144849934 381911692 144850005 
172897610 29882112 172897609 
447752004 431108258 447739155 
40050132 63098460 331532792 
532014482 455925172 532014481 
277896916 126057280 394492736 
99006274 306472918 99006274 
418505338 262264668 530700124 
489488866 47308280 489488866 
312643324 301663886 312582881 
438104552 498298048 229862591 
207624392 529980706 261545250 
495171794 469748128 495171283 
429868786 498784116 230348659 
123275206 222459126 490894581 
520291774 502635210 520284912 
368684388 348925558 368678732 
63674236 497381896 228946440 
165119072 527784878 259349422 
426159856 59091806 426159856 
114295824 527564296 259128840 
528924944 479036838 528924943 
432497912 157264720 432758701 
487330994 314621128 487330993 
100204134 209817220 478252675 
353134168 173065982 441501438 
144083550 203323926 471759381 
431816914 349467804 431816913 
320683676 459323812 190888355 
239054498 517088270 248783235 
273480030 426789410 158353953 
285139662 120138960 388574416 
384969532 51356402 384969532 
462805506 62111326 462805506 
197913378 500846518 232411105 
292791602 63083978 331519440 
226695992 242788358 511205839 
422402608 195362134 463797592 
162402174 179960752 448384416 
130615814 327490222 130615814 
7550676 94413648 362849103 
230272562 88074718 230272561 
445284992 479839248 211403749 
46370836 137926296 406361751 
244072806 207233550 244072791 
121911882 59066602 121911881 
475890212 413982908 475890211 
397257486 477949464 209514007 
436157622 488683010 220247553 
378882996 512646120 244210663 
529517028 325373056 529517027 
371027952 84526190 371038644 
28364906 331435822 63000390 
87709652 511087436 242651980 
60471586 63971744 331445079 
88423916 32059558 88423915 
446955410 323470428 446955409 
215994864 12091984 215994863 
99960284 178423142 446858597 
139606640 265843004 534278459 
7053568 334892046 66456590 
161325260 531184536 262749080 
328220956 352531012 84094783 
349124416 17155702 349124416 
251489098 327185040 251489098 
472163840 336662226 472163839 
400041632 319594788 400041631 
332891864 388411980 119976523 
440405636 316967790 440405635 
457125934 234087032 502522488 
192371288 335216992 192371288 
39875226 211772156 480207611 
234721528 16848710 234721527 
231909730 155315588 231909729 
510714920 534773759 266336738 
246909118 134074128 246909117 
126314516 119768672 126023496 
341438608 291483840 341438607 
389634072 29627192 389634072 
102217940 10268958 102217939 
254383972 451877262 254383972 
111978890 242559224 510994679 
418190000 187848650 456284117 
531641802 458779692 531641801 
205521330 461331390 205553769 
94075352 159343940 427779395 
258397306 473725048 258397306 
43074396 479691916 211256460 
151903108 333582004 151903108 
404326136 250909254 519344710 
503801204 167542152 503801204 
103881784 330459718 103881787 
472549370 400214304 472549369 
187736104 277299560 187736104 
85031822 40543200 85031820 
450282278 481478994 213043428 
372727680 243260004 511695460 
279453966 482801760 214366303 
80530196 95433742 363846263 
406842668 368035378 406842656 
156060622 337640148 156060622 
230025846 466997764 230025953 
480737286 328119362 480737285 
235666840 230127498 235212454 
522799216 299322028 522799215 
54357396 276817516 54357396 
170151276 519717688 251282232 
511884082 334462858 511884081 
228466618 462114556 228466661 
51220928 463472928 195037472 
153931558 79674670 153931557 
350544610 491982308 223546851 
105346788 524592088 256156632 
52152262 52012696 42078944 
70589084 155558990 423994445 
28369456 55811768 324246832 
488501868 504235222 235783907 
248548234 343963404 248548234 
25625036 231205878 499641333 
69611282 221443468 489878923 
487326266 19889506 487326266 
382243074 64908930 382243074 
112612528 163011130 431446585 
131029582 139762080 408003579 
491494748 391175618 491494747 
375257782 479404976 210969519 
53545758 520214628 251779172 
15893586 72436296 340871751 
97683968 41807650 97683967 
402820270 45484008 402820270 
487083546 326718000 487083545 
327047614 406847858 138412401 
453117242 126763182 453117242 
246874908 459801472 246874908 
498340876 207504652 498342868 
524001004 457062098 524001003 
375528758 469468000 201032543 
452438858 410123480 452438854 
244085262 162665326 244085261 
402495984 336326330 402495983 
464229468 531436896 263001439 
525719104 230390918 525719579 
398667250 451654488 183219031 
43030340 276316914 43030368 
153220632 488640710 220205254 
299571754 436280304 167844847 
424789508 405521100 424783906 
527043394 23083044 527043394 
420376018 99091378 420376018 
173668078 193428654 461860400 
155080854 204135504 472570959 
67478452 139241080 407676535 
17040884 255629516 524064971 
266234338 138839812 266234337 
458857988 449921934 458656203 
428714600 291533672 428714599 
281016488 31096632 299540276 
25357742 240846492 509281947 
32538914 196948812 465384267 
257985998 420579386 257985998 
28777576 495286142 226850686 
216962320 330617158 216962320 
194204350 518741964 250306508 
262172176 293810372 262172176 
517558676 28430194 517558676 
276101826 243710074 512145530 
287303148 147499758 415935214 
356459796 158852374 427287830 
93662200 42980910 93662199 
484140462 5104758 484140462 
65807466 16940384 65807465 
283210082 63494128 331929584 
343580468 482612818 214177361 
233598634 28828172 233598633 
301864274 240152556 508588012 
45527600 479738720 211303264 
339953324 282585396 339953323 
370552236 215658640 484094096 
227968128 313178620 227968128 
359797842 498417506 229982049 
419245876 289976316 419245875 
109897872 41056096 109897871 
457199830 411504596 457199829 
407749080 113273020 407749598 
386585384 514773966 246338509 
201136808 457461234 201211159 
228386008 231441676 498636716 
298163468 425545850 157110393 
328495386 7841860 328495386 
274187854 429929378 161493921 
196899912 247764362 516199817 
217196584 144003242 217196583 
219660478 487954792 221687059 
12205144 230676248 499111703 
435600662 28058516 435600662 
174756272 409326060 174756309 
47764288 150396504 418831959 
398165748 352081764 398165747 
231222948 517499152 249073982 
445298730 228976814 497412270 
367332276 492901356 224465899 
92211084 210665706 479101161 
34423412 462543440 194107984 
466483170 122038098 466483170 
321823002 381432732 112997275 
